Alanine,Arginine,Aspartic acid,Citrulline,Cysteine,Glutamic acid,Glutamine,Glycine,Histidine,Homoserine,Isoleucine,Leucine,Lysine,Methionine,Ornithine,Phenylalanine,Proline,Serine,Threonine,tryptophan,Tyrosine,Valine,a-Tocopherol,Glutathione reduced,Vanillic acid,Arachidic acid,Linoleic acid,Linolenic acid,Palmitic acid,Pentadecanoic acid,Stearic acid,Adenine,Adenosine,AMP,Cytidine,Cytosine,Guanine,Guanosine,Inosine,Thymine,uracil,Uridine,Xanthine,benzoic acid,Caffeic acid,Citric acid,lactic acid,malic acid,p-coumaric acid,Pyruvic acid,Salicyllic acid,succinic acid,Riboflavin,Thiamine,Nicotinamide riboside,Pantothenic acid,Pyridoxine,Pyridoxal,Nicotinic acid,Nicotinamide,Fructose,Glucose/Galactose,Mannose,Ribitol/Xylitol,Ribose,Sucrose,Xylose/Arabinose
0.9934837540692997,1.0000000000000002,0.5827624338284147,1.0,0.7897712756497726,0.7150455727001077,0.9363352680552439,0.6006471438904178,0.9999999999999998,0.795250646693888,0.8891506545817396,0.597189188321164,0.3460076330793391,0.16695103470889916,0.31426548732313875,0.8737554765530737,0.24303325170430146,0.5819453813119455,0.7960031468125615,0.7006812112276023,0.0737446684261603,0.8753512089549382,0.03600332686703653,0.13692056789640514,1.0,0.15224917113792602,0.061737684264354206,0.0228758350654953,0.03431859907444278,0.09509706715444652,0.14811568444605183,0.15829431814633513,0.5344484078951799,0.671935211407778,0.4136977669270223,0.040680077722537594,0.17079840646052039,0.46317168528316194,0.5518869526315366,0.4872353329693846,0.06107681464461501,0.3350776960927922,0.30586362339576234,0.2935670799648017,0.1286322377394314,0.4166675442041654,1.0,0.4052680838191704,0.8526811130523798,0.3145696594119892,0.7536611315734982,0.3683487030357565,0.348700313014514,0.09294539126244111,0.0,0.8316703730162999,0.5173378798816846,0.02264747286315638,0.06677493985718835,0.6787632723304566,0.31755334886446684,0.3173847475728451,0.31755300366792233,0.24650155300511623,0.15644376710020708,0.32926651398745,0.16065468673420852
0.8001647956535288,0.11694016769227528,0.5747037852299368,0.12455132818812614,0.28250612565768235,0.5794832629988962,0.42814859093905905,0.6841050596878389,0.29421121077320544,0.28305884344101595,0.423978893323225,0.693181052870308,0.6140530585243402,0.269499674758531,0.5003047953029488,0.7342687388469037,0.5224077676055354,0.3319462154587989,0.2846776245008469,0.5211158031884001,0.16686019373408312,0.5851517552142962,0.5654869069745013,0.047242006695508564,0.31376837214870446,0.14146226312275925,0.1049875276054351,0.11356076113246309,0.17200222588395786,0.14995314978578747,0.3792532864425585,0.39832980510728533,0.6780908038442489,0.05173799050765438,0.7659818961161277,0.4570525043092247,0.48244671909292114,0.7699318528647983,0.6949306742523724,0.49682866550508464,0.21172674795946744,0.43463714419084704,0.19842664484455616,0.0,0.17023611584261475,0.49538689855981766,0.9544904108243488,0.5811980152640761,0.36677833923277003,0.44943613511956704,0.415206118388462,0.5782790804896267,0.7807118637280165,0.05099556060805423,0.6867933856194168,0.5051517723287017,0.7343848042091039,0.1535953022050221,0.18097642581218526,0.2958258631537874,0.0,0.0,0.0,0.8270429418236633,1.0,0.189047423606988,1.0
0.7421792382820879,0.6305092025068704,0.5681449225003032,0.6501334284932891,0.5832802864895366,0.6009113630190273,0.7237324413627864,0.9463798193238747,0.41933504966230195,0.5394936411167798,0.44492251901630475,0.427747993879918,0.2763766189985991,0.13654255840847734,0.4542866935397888,0.448904576970928,0.34529735981970655,0.33708740334927334,0.541023804547804,0.3125172929729426,0.060735568328705705,0.5155900674644377,0.09170210098052081,0.24940482091400215,0.634421567472224,0.19185816810437567,0.20788839196012293,0.21429237004813145,0.11686184995161354,0.12030074790459797,0.02745322782363696,0.4272150456132744,0.7980132334004197,0.2424607941103541,0.9607325711237629,0.0,0.4200939862560442,0.9533114431586953,0.8020966591477222,1.0,0.42037871205784305,0.5557190309682147,0.2545728731314393,0.48974617632038997,0.16127963670959422,0.6295524234646309,0.5951593826548969,0.6102366653234663,0.6321504198559845,0.5244821150132115,0.5420668390674616,0.5505409125569752,0.6266233611578857,0.09709548857627354,0.025095586450094243,0.5546460200371306,0.36936288057398325,0.02134785595617142,0.13003135930801585,0.6085114895526018,0.42084214442383905,0.41986532401965865,0.42051534382353845,0.13919254458517005,0.04303117757643707,0.2501592794428593,0.05655372062881736
0.9439941352219742,0.8980136416335465,1.0,0.8758357677296251,1.0,0.7729995523847704,0.7530105553086823,0.5938704950469901,0.7124957886092567,1.0,0.6578871308179246,0.5843547941574295,0.25905092155832155,0.6165303937096989,0.14956293204816562,0.8623625499950311,0.522328422641291,0.7209689087307602,1.0,0.7729629574271164,0.4764609355479133,1.0,0.038793288735218534,0.4894631194896894,0.23545748908459196,0.19858580615540528,0.2669841245429863,0.11780595147062055,0.19287429625521746,0.23818841573945002,0.12033940728541608,0.4694021876250514,0.7668755196931639,0.377874565035026,0.7240902070857861,0.3989586100455542,0.2579066402406968,0.8153982968742843,0.7902989452154192,0.6767597394675935,0.5395274452712909,0.7533751210274009,0.7036096892767885,0.09707364329543122,0.02089046873631354,0.0680834612760805,0.2402090217218695,0.08615448048745006,0.007168915120876425,0.13927213532775534,0.3207921696855899,0.006533269919932333,0.467853595635212,0.28875589316981737,0.17102534612010395,1.0,0.4064777631601255,0.0,0.49517784291057837,0.6733566760911047,0.3115412664036702,0.31135172148116513,0.3115409239048989,0.1443593322928602,0.12723819249034835,0.417470589843675,0.13159490243772892
0.0,0.33351683957749384,0.0,0.3410868059151589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006829979528882424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008513885039884345,0.0,0.29068315808433665,0.0,0.0,0.0,0.0,0.0,0.19463969933641212,0.0,0.0,0.0038915305311116137,0.0,0.39623022380974793,0.0,0.0,0.0,0.8660897781438468,0.10683181368597527,0.0,0.03393437577766034,0.16117941049841966,0.02818473362806553,0.0,0.0,0.0,0.0938369262686592,0.09832393621072784,0.0654736090228048,0.0,0.0,1.0,0.3923849288622488,0.0,0.8193163325950161,0.06978728247787072,0.0,0.16020931487584245,0.0947106242141027,0.0946440730353943,0.09471047287831708,0.11415853398313092,0.0,0.38240710794075816,0.004991865947722773
0.686623361148278,0.41535690914161555,0.4553598012210093,0.42007643463282646,0.47063903522919953,0.5939711634553664,0.7559126287570621,0.6742797974130834,0.44919891201766315,0.4696969042832796,0.36345319934267795,0.5271033986255659,0.5365746240391704,0.17747391538038831,0.30059528826718285,0.4918664084305777,0.3631534751078418,0.19746612877351666,0.4713323975280004,0.3919529274760305,0.05536068918526847,0.40961951175899347,0.28326152588060016,0.0629761165155922,0.04337917320938578,0.183711350537133,0.2697677396370361,0.3141156650086516,0.22964198538110991,0.12946542816264803,0.14334119396323675,0.43646472195986025,0.6184963063574327,0.06949032264612506,0.8341605223193902,1.0,0.2843684064282284,0.7876005034051903,0.6094638481110223,0.36891916083647835,0.26229341709452214,0.37747863645491636,0.2160405871512903,0.10013463418176138,0.2704697782474414,0.5249829439007913,0.18752757866293626,0.4998081232894201,0.4343138417959627,0.4093617831374426,0.1942662032677154,0.5902557970268592,0.9299151430603428,0.06497770782173395,0.3213807536219229,0.38253134523274035,0.48878735550466357,0.13779673892402156,0.17742916782479695,0.19504696984755632,0.34937123225288325,0.3491915905944855,0.349370874854457,1.0,0.8822501680491401,0.5969833683248212,0.787987385585184
0.768003127253105,0.9534038657832555,0.5858148482983556,0.9433399651008292,0.5665852926383292,1.0,1.0,0.6413340575548934,0.594475218983407,0.5670156949575804,0.551558208601537,0.5146491801556041,0.279595013636726,0.14220524591905281,0.3739045168547136,0.7482252992667197,0.20879616977938387,0.23818237596446423,0.560818686199066,0.6053281293088685,0.05651579746009043,0.5604731462773751,0.0,0.08285350996403185,0.14377607303871331,0.1544948569403659,0.06632691107202139,0.08325145848703212,0.0017948137270203668,0.11377278797369908,0.08203348425487096,0.1638343456602762,0.44645149911717197,0.10688304357504799,0.4738279416594532,0.3586659550765229,0.23497813778256738,0.4548522827316393,0.45429488137116736,0.6360653962220892,0.1615060473647394,0.3373062962456403,0.30782045716840556,0.5467872676917486,0.18095232151534196,0.7108218022455594,0.08289624351466535,0.6971948501426057,0.6646191110110049,0.6599283715546109,0.8219832023975456,0.7967005789596104,0.47568064407609134,0.015693388768574002,0.010093072387515833,0.5454066599196677,0.6558718300240538,0.03799044200292198,0.03482550650928137,0.585104205635345,0.5956916926751675,0.5875063540545413,0.5877207645305864,0.48444561206820974,0.3554193328162328,0.8509607274569351,0.3586369930993068
0.7998755189758396,0.2549528558658409,0.6740839146150759,0.2611463108867446,0.4566775646565347,0.681802284868442,0.6693197360111649,0.48650995596762114,0.2223859595253448,0.42487175240296926,0.19000115464872339,0.506744261247136,0.3471060845427013,0.11978507860651161,0.18456120555059352,0.4989268935835375,0.5435074046099904,0.2303623907754383,0.4265473492777381,0.335130220490533,0.023772983102407455,0.570587507267345,0.3311221324231137,0.08726851022542198,0.028867660938990264,0.3223674021722672,0.31639241181607564,0.369475252948537,0.3346166687955728,0.22096805424135854,0.3029427943669371,0.3417433981015672,0.5801025478616949,0.08103985757801893,0.775463128972523,0.14701592459058474,0.32662108166866205,0.7221751369856839,0.5880894398001792,0.13712994890934382,0.22648679404644234,0.37823187391313556,0.14448960258170482,0.383769271937218,0.2567929073707374,1.0,0.26237908808868404,1.0,0.6653725766019819,0.9999999999999998,0.7617452038691604,0.9999999999999999,0.9999999999999999,0.042740463181454774,0.326913399260999,0.3345808338948244,0.4271862450041586,0.13044882348606418,0.1203555054804421,0.18094247009491077,0.12597657461839207,0.12550230092299092,0.12597638332905142,0.740070918578605,0.4470012967757328,0.6394232356261387,0.3803836292793525
0.871098067798776,0.0,0.2043609921242071,0.0,0.199913799055553,0.2084181100332101,0.17557053928304706,0.8145781484940028,0.021244394287183277,0.20134794251278842,0.09710753654077664,0.6014607250209565,0.43613626443840126,0.22972835346596987,0.22507426123883345,0.646426569461178,0.5507877849430235,0.16603466339731088,0.20509865813207484,0.3735499891138444,0.10347321966769794,0.6731159619998561,1.0,0.02592672197443216,0.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0,0.8063572679618912,0.16910327506167505,1.0,0.6344836222345254,1.0,0.9591648152597683,0.8325415198788896,0.15715639805871096,0.5409608312521824,0.6788897666656064,0.4312758648955518,0.9528232183382338,0.1089429016315004,0.48402237531079917,0.6331661940614394,0.7677247473900939,0.2866883704324673,0.6164404975201947,0.2504766759958875,0.5520834311582107,0.7321142690795294,0.011111254309483131,1.0,0.3742662616697381,0.28295571232937167,0.20607836961162346,0.47617849710542187,0.019629990318543983,0.4038663619445749,0.40367497893799115,0.40386599145751684,0.30318115862135253,0.11270877354827663,0.20459529627228457,0.11713801240731297
0.5510423776828749,0.13558791801173753,0.25939047989674147,0.1411858921019809,0.31944074162792074,0.48446438725746077,0.27531194208424575,0.7263706768125118,0.3418789201169583,0.28091888108346263,0.29468048453329654,0.7321109322376924,1.0,0.644994375901346,0.5141453621032274,0.7063151176183569,0.9005646577632446,0.17156006932360757,0.28359180452030064,0.39766939882244534,0.35802969057749134,0.6607194249980846,0.8359422809514758,0.19806136514525177,0.2005272954049941,0.18664528323545682,0.3910373082608192,0.28236855977495334,0.36020197100388146,0.40211233515592115,0.2916295740407115,0.4705640454896551,0.5867386794981507,0.13465445689139457,0.6745502024844372,0.3035606624020051,0.16470792518834115,0.7433326624214196,0.6197038949955113,0.0,0.24052735492964217,0.3428311425762311,0.04879021678990372,0.17694297976780682,0.08779402947441074,0.2276299775508672,0.07970228068275798,0.24868375417548966,0.3035582895425027,0.2957317872748134,0.24038990608709895,0.18440206214615681,0.5400815140548726,0.10378947315480261,0.7604826567245337,0.38968911430504327,0.5020100805158978,0.11499228678701612,0.19664774627291676,0.02033076185810495,0.5154822511756485,0.5152626073244604,0.5154818824054339,0.5351386633371396,0.10434952552289523,1.0,0.24769033790652578
0.7989542837523741,0.2888058072415512,0.48930902886844285,0.28953488184883486,0.7779636926361009,0.7925301291574467,0.7376715652948265,1.0,0.9498754303316945,0.8137792049245165,0.6368607199641017,0.7313715885827994,0.7669939811307109,0.5856262433033919,0.47783509094541576,0.9876592203784094,1.0,0.5356358522231363,0.8145298386735969,0.7494531320069594,0.5206577371403605,0.8654425004066373,0.28195746443436676,1.0,0.2851343952744132,0.21746324366514475,0.3335741239367364,0.25886687693526994,0.2314216948217922,0.27155904780014395,0.20188104095316323,0.4096496588838156,0.6157241004041272,1.0,0.5547456155734583,0.1965162164430043,0.19061685872069997,0.6829514926850131,0.6280871087239192,0.2623648433456989,0.18739752377941588,0.4442695935972449,0.12943965016086492,0.10093556606579457,0.17330259839954548,0.1826520854381046,0.16511183026284368,0.23385538415946255,0.38107044258025746,0.2398714073476032,0.15226334416084839,0.1728948464554241,0.5506843238203833,0.19181353548627983,0.3651025903200292,0.8087259542612549,0.5346739877749613,0.03653767266079777,0.23228726937534694,0.2629090121769893,0.6533369501862526,0.6531215872986591,0.6533366310788156,0.2242728131862114,0.13055028405922525,0.6191841182797135,0.134890460489487
0.36769247487459245,0.2355109845667162,0.38974096203071995,0.24562264275440754,0.30742867427166204,0.1436003255522369,0.41077950343979647,0.705988367764768,0.5236603417208934,0.2606642470152516,0.5124882408560097,0.4257098576381547,0.36496786861130837,0.6517514679912566,0.5205296391596973,0.3829129189510818,0.5868281899398735,0.23768987893842186,0.26253480567134624,0.24803630538083002,0.294370607526319,0.36637811025063727,0.4548550752213013,0.019127860590511123,0.3224150907477188,0.11689751513557511,0.3162480417542391,0.207745921562611,0.29180004875963,0.18784406783486016,0.28404618666769166,0.3045256555236255,0.31183100571427697,0.0,0.32885294229497286,0.12539546205793903,0.14791588489256938,0.38957106249662804,0.31724370253727796,0.14581389715264859,0.11375338142991231,0.22560633817639836,0.033568646647844064,0.22642309113739445,0.0,0.059992573413137185,0.01363620981510695,0.09170406477585258,0.0,0.24669447603076966,0.047793286024543136,0.028028772281371933,0.33129058192667704,0.37418449662866476,0.6650205002098266,0.3840168326061977,0.4057902989284896,0.03428626101886023,0.20161943153884127,0.0,0.9999999999999999,1.0,1.0,0.03454910664363095,0.12658462461670983,0.0,0.0
